slope_angle_deg,bench_height_m,joint_friction_angle_deg,joint_cohesion_kpa,factor_of_safety,earthquake_magnitude,seismic_zone,earthquake_distance_km,clay_content_pct,moisture_content_pct,bearing_capacity_kpa,vibration_intensity_mm_s,blast_charge_weight_kg,environmental_humidity_pct,comprehensive_risk_score,rockfall_risk_level,high_risk_binary
45.930196569702694,14.264370322941657,28.34869530330656,7.711108895257579,1.486676589649285,3.938700050745443,4,107.66008212032077,8.721346031027254,13.141946588421849,239.9124498865137,9.827510060175355,15.082514725502188,89.43778560721603,27.07499842318856,Medium,0
43.430802936214796,5.352843656536878,19.147024297008905,20.298651874392693,0.8786139247414527,3.7673665975426234,3,10.528602122820955,51.111111816258166,28.597598634120555,506.9002190510227,2.98607229300276,218.85064385759435,50.45336654438607,30.347386056797415,Medium,0
21.712862150441502,13.202923653014134,25.394438709830297,61.399457680853864,1.7076625108510237,2.4631984942306335,2,111.26205767649957,9.297930255197567,29.25409235920316,388.4756249286486,7.025209727898694,40.981471838720736,51.1888224134059,5.461283951539294,Low,0
15.970819938284254,21.991754973054313,24.207208611142384,25.120153008167822,2.6238275331067555,4.440711861948292,4,39.77050805438199,46.24327916770708,23.31045850295684,110.39691478775049,0.5645469490400513,207.3505442555514,79.22654168307177,38.097714313236665,High,1
51.747968593173134,13.504853580644975,30.568095884929683,31.583600843706538,0.5849276481372918,2.2901773520312383,3,25.75364031404647,59.33060288979781,29.250571181406652,194.4724137440685,14.205130165698382,45.18074601440846,51.51708148835876,34.34810021832021,High,1
44.87749078562506,8.988704801796203,7.324678831342615,63.62228896613186,2.7999732711628167,4.2360430625647885,4,25.839579367219923,39.84103126217822,22.185007621452403,268.8296211451867,6.784988209495623,156.81483965544038,59.533341408224096,31.68659673821683,Medium,0
39.90857793730562,8.16992645399586,32.857243083206015,45.57504471346034,0.6552793765663187,2.4659312462780583,3,45.657178339681295,34.32974811983581,24.924928681054357,584.9166924740894,8.814649505678258,842.7924913902308,60.35664560292288,16.84021705228405,Low,0
49.93770408299195,8.082361850833442,7.865480853334232,16.669945324339793,0.6376473444557891,2.094841331308883,2,11.33414910764289,27.910026595898174,33.20372041397114,625.7449936940391,2.268945422941811,96.56252222966377,41.729727980958764,30.932925222568002,Medium,0
39.03614786113498,22.213086464698243,29.023898187919418,31.01108656662945,2.1740483175903784,4.514078301210064,3,59.8623478682087,27.341691944888126,10.561006035642967,776.2284473212928,14.438734908798114,233.65928703008439,57.80813212648709,17.396856721017144,Low,0
47.053247440492015,20.65076143660276,25.006225575921622,7.940365554030021,1.7888280406652557,2.01284076167694,3,18.803072592063373,27.980475032739793,33.31779130663189,193.79199628378598,4.693137875331403,197.8811906929684,79.72660366436807,41.70868057223424,High,1
50.72821556585649,12.924049488421407,19.51405108706155,15.835409352700905,2.4014611459116035,2.7674753805595853,3,31.574789459592317,58.436930935280294,32.04508405832763,675.5336074701797,8.196490335133914,93.9089557290021,52.07435477128496,35.183961028699855,High,1
38.494700385535566,23.28353929177915,28.026134365931643,19.936739364962015,2.3311732394846114,2.5730387911420527,4,1.7209900015565782,24.643434604214693,30.34053756063832,379.38376294996647,18.474362555671938,151.35890585867577,72.50185154232173,34.169002662604036,High,1
19.149831405548454,10.633529849454842,9.97085104839012,17.92468959077346,0.9032227847510772,8.398678393487438,3,0.3457843622073914,13.335572274237903,15.762462607125116,366.32002316516946,6.708113742187605,170.8610487626275,63.94006071254306,29.948703334199735,Medium,0
28.85225051667003,15.750541864329893,26.659798296135317,61.698058370082364,2.8419607331810846,7.654778246297181,5,116.12028781222119,47.01588716294049,34.43958551200879,544.7414652033805,6.468958929517384,12.481466253311194,80.49291024587976,31.487575960739395,Medium,0
21.592451990301452,7.241600989303489,7.406886259740333,29.822830064926617,1.803427765480588,2.1571986877373472,2,0.7396573535883578,47.28250562532027,12.538481768758878,767.832925760757,1.1319548711843357,19.923146940488717,80.6442815437284,22.78608836490443,Low,0
29.452865124536533,22.912668021000254,11.568253545229682,16.419150973557343,0.899686243252074,2.570260610776243,2,21.254555210205364,41.18197801990006,19.63870751736231,380.59186913779956,7.411729413561732,40.71657414109269,52.375353620187745,27.486399044116503,Medium,0
45.89512187874632,5.80085792229575,22.643345471141476,61.50528375799864,1.9385458539637042,2.5809546581986664,2,3.1759046241701867,15.07561925478959,18.768963675209157,319.78803383786874,0.7867788232832535,205.481762171998,50.241763117274154,15.047383221907287,Low,0
15.770156364247379,23.055396953239224,15.15168071443321,20.148082143243514,1.586966696254712,2.262853564468627,3,1.1096547504931635,52.923749389769526,31.367204833124692,381.094377027747,3.8966288542410092,377.77271054195324,61.39504530950016,39.60944282398888,High,1
43.76681529395657,5.378128191061479,14.33383759823291,11.476976220424646,2.456533424831553,3.1800107538207913,3,17.479275555786128,33.45653796127212,19.125252513375603,121.20825479390015,11.575996973336865,149.56056231529107,88.49356963387427,36.5510589561501,High,1
17.163290064032704,18.695510013023394,16.927107382189533,55.90627955690285,2.524310312009701,2.3637570229292466,5,69.06433046129743,36.962877107138695,31.61751953640938,779.900827144151,4.061780743654603,96.86405233675619,74.86667476539891,27.319951057237756,Medium,0
44.70792439978344,18.53548654098551,15.777552932045582,19.652790580463055,2.109592416353877,2.9965163487865043,2,57.63116126183342,11.997144156799761,27.79614790448848,240.8231539301491,9.094232662108011,282.5512189360618,82.62170109494578,29.175507958269886,Medium,0
42.46697680597741,18.46108680959987,26.641190453853383,6.3382746774084815,2.025616445057258,2.7826696984198813,4,14.294323261176917,31.93645624682538,33.95620874786543,397.4499390801475,4.990902515517716,13.4307777213797,73.92168260934842,35.412981333791265,High,1
42.875614529596845,5.972920634616252,9.586908908770006,57.99004902411571,1.1626131896281202,2.29295556195055,3,4.602917142046295,6.730039531734818,27.820177212985705,249.93360139697867,4.223809863976865,113.26251917723881,47.17486536262734,28.127260420387394,Medium,0
37.449737500075344,9.353215664316583,34.805523463265075,7.9779971378262,1.8656904767559612,2.1560745918361293,4,122.05995827214934,10.359165503220158,31.221983535418552,462.3220849903641,5.515880135712526,264.4516494994875,45.10742935290875,19.52927487246599,Low,0
35.8218733245733,17.89915739633443,31.888116142588025,27.370391591326303,2.104384184728465,3.5656561074722672,5,23.03512746072016,50.99862519334694,16.67389771744159,262.8403208485737,5.186438750630683,29.48534493587145,52.84762626522434,29.1751034877814,Medium,0
23.802709717500946,17.55011589329324,27.18284290165122,50.90597440239822,1.1312610149059457,4.383309983389529,2,46.87904903666276,34.64677357376668,32.81979117465319,498.4025108802138,11.864586506769399,406.43048934015724,49.94715136144178,18.408117211215433,Low,0
33.44211500031172,13.212314434329802,35.045967518979545,39.29445492474516,1.1812277992681808,2.999961445865275,4,62.998943404485296,45.10958131397649,14.829710947735041,699.1457392980622,2.5327763383776016,101.50805892489838,72.19891657980054,13.385812004014273,Low,0
27.957721633468665,11.293062477839307,16.447940070958087,7.451856685369493,1.1707266197529447,8.235700927711962,2,13.252509096611478,16.478692348802614,31.14978207451501,152.7351781514154,3.4184056093548225,6.736605039419698,81.76193038681244,41.61279327139087,High,1
32.47261038844175,6.298619057515699,4.056177595678857,3.717565462996357,2.33865806815235,3.278888019911708,2,15.529129097900569,59.710813021964086,21.281055982619357,464.244862377858,0.7488991500781743,46.43441007132691,70.2782619045536,33.0392538674096,High,1
33.050229254465656,22.32034084464521,8.270212488240334,18.853782382761157,2.3576015561384436,3.0495209645250547,4,167.47913705602016,39.09254263923251,20.509046785905674,771.9307614701734,0.6437262451487678,314.20160883375587,61.58422298702173,25.794621250860164,Medium,0
21.200841049818408,22.01866432021203,8.054356563555604,25.7955179769643,1.2036064728188232,4.693181809189193,2,10.987678730551185,19.013968104063284,21.305717535794955,675.49323416628,6.8130633228788815,93.25777444946971,44.182632449096914,25.585865656950777,Medium,0
25.81074276350183,12.299689513593572,8.703839954636418,11.890528104289745,1.9022024157635653,2.3182751214496116,2,16.418096806837706,28.72700110218405,23.608883033433052,215.00203011614173,2.1909300579289916,12.824224952089772,73.42903064735509,27.106821034795782,Medium,0
52.34188023772089,18.463003376234987,13.44100712705874,9.875174297302163,1.3418679674027336,2.6813390086233246,2,26.256045839493495,57.006100914619395,28.791998504068186,196.0689078512595,6.976546787416566,129.0508819887773,85.33620612108984,48.35307357934238,High,1
37.77110900026694,13.429267285466096,8.708906582518512,56.24259659873088,2.9625410783879396,3.5526402679243607,3,8.399635806308961,13.452713653046692,20.524086248253752,780.6953090480856,6.37519333898989,586.7061038796704,87.47826162420269,25.406400679494226,Medium,0
48.07673893729152,19.81256420830684,8.893578354257752,21.45369569764781,2.1773425541495603,2.4921106423078765,2,12.750727612416423,43.958870084636125,27.386858036083886,555.9046220651674,3.336160894530879,80.94749024464663,60.32019862712335,33.584470377691694,High,1
36.91574187787901,8.365573641067048,33.9165153249359,5.552229258282116,1.9941064359485081,3.535702490441386,2,199.27604973582532,24.594289777625338,29.65594882561416,199.2229818325988,7.525858188686735,572.2287714149904,80.79566278958909,24.707070783666268,Medium,0
53.86580960512077,21.583130176509414,21.80299553437934,60.87139573998358,2.856922970190588,3.478637886475852,3,43.494534400423,49.88038653701955,21.75005098832625,417.62793229201316,0.9622523235981265,91.25434174960887,84.12361176393782,32.5120932585011,High,1
52.44296889669405,21.095991683059047,11.78098889408344,24.678592000149962,0.9182743581044462,3.976865974493261,2,82.512407633629,41.2419740317118,21.53861434981703,476.70521680538076,1.9550703597495729,200.88396705675774,49.1582008103524,25.86715456933604,Medium,0
49.48735875371508,22.711072665059014,14.709164708113375,17.84996717568008,2.7965567688191366,2.707025542068927,3,102.83333718992778,42.71254763280728,14.979981921304864,632.365606644475,3.5992859748392507,515.7747637432747,84.13106186859832,31.84033766698327,Medium,0
17.249712787721244,15.999794628733062,13.628772305651825,59.26319721885955,1.685307911437192,2.215618783196281,5,12.839506114328275,9.145755700002901,16.90148649592915,309.9286554055424,25.000262720119405,124.44693271633713,85.5761939980178,29.362440891762475,Medium,0
57.5336588756689,22.95187360739401,12.293408453788551,27.83563205329998,2.3327837506675246,3.5302453271986733,3,6.481617404425245,41.309771955503635,26.120008228513793,799.3426534569636,1.1062772918954487,445.22451147496326,77.36861603952579,42.143350000247004,High,1
19.173539732042723,13.787391206236325,23.8293543351143,6.77884898809436,2.651960977467461,3.9493385154152048,5,123.26712166499894,48.1199426622893,17.979227824124976,611.4515579944698,0.04040581001621346,521.8564887169543,86.00412034303051,28.11296911927208,Medium,0
56.591507689710035,15.58208974161933,7.316081591935567,33.94298227081157,0.9162451584485727,2.0618801540094713,5,26.64608540047339,40.83672859923721,14.107030026029566,481.2854048095123,3.504339342420343,502.600423221436,71.93203948642207,34.54284260349568,High,1
57.11454884594399,13.66240280342016,31.318097237252545,61.816794320540765,1.9421543604699285,3.225906559709427,2,19.7440398761057,45.1993981883929,17.332833319143333,513.4894231269082,2.7493721667502404,694.1159347041104,50.09214913476338,21.807540310944425,Low,0
33.44211500031172,13.212314434329802,35.045967518979545,39.29445492474516,1.1812277992681808,2.999961445865275,4,62.998943404485296,45.10958131397649,14.829710947735041,699.1457392980622,2.5327763383776016,101.50805892489838,72.19891657980054,13.385812004014273,Low,0
26.102706142584587,10.417530328433465,12.759048365398963,38.31028596334432,0.5967494714711628,2.5705501040013123,2,8.017023868153343,6.542284219617962,22.42061421234045,422.80968907342856,1.5740963620819963,484.7142310250261,87.21689540684878,19.502205209902684,Low,0
27.6927755244537,22.567638114326467,7.6626496621351485,46.13856029457801,0.831403096868988,2.092257803148906,2,31.349375062600476,18.851578256957342,19.91184598100175,524.9561944726933,2.80344161711387,169.13802149146025,49.14986390041198,19.973848422130274,Low,0
38.72364319895003,22.3016376400795,26.47805039078524,15.673918582201573,0.7399144435051864,3.6542937111078873,3,10.179924526911096,52.869590424541435,27.068655430605357,404.6644258715095,2.0479516124352264,163.893779414567,48.398692187095335,34.41282291153293,High,1
39.06517762890987,13.14823286482613,14.90216160202696,58.48463404517978,1.801947800787015,8.5,5,12.648423166094352,54.957391602292155,25.566003505505805,337.4842574944405,3.184277186134344,211.3650004125252,55.65924549986266,41.14634398381595,High,1
19.477129093556258,9.535578994766208,33.3891742339126,61.0556947186287,0.9330914971757991,2.915285225991761,4,18.90554838799255,33.851283467528596,14.12515782549108,591.468148712561,11.134153891311145,278.5020872259531,61.49261038828607,13.524996722839123,Low,0
55.445873742110386,12.902414125721604,12.444865931870618,35.52856003412663,2.9160837767092325,6.501213544500596,3,28.787330521477276,35.02860134580742,24.07878670368941,205.8559973515783,31.85200969928447,229.34217141709217,46.11989057342678,37.953827444384316,High,1
28.41165873586941,19.670897591341827,35.61126714572134,2.8525666858067344,1.8387853835198262,3.6171607772626118,4,11.863890093018666,8.67764222862354,11.432901943139669,436.5054009298277,14.442739550844129,1261.8339927501333,87.54761145708645,38.672534928096255,High,1
34.08805460431492,20.176664753177942,28.030871233462015,60.312840749634304,1.401894257781647,3.1943970228255196,5,181.19127053898538,24.809869327342756,29.468039842933933,150.78198366254674,4.383632216681523,202.47141024475502,81.31306577122925,28.67175404085345,Medium,0
40.219013337714074,21.126301310739464,12.062437088478282,4.4763401020282645,1.3265404664661986,6.262653206592011,4,12.806876815072304,13.831707042327396,30.348329300181426,721.9433042398048,1.7745969205620902,134.36628328279906,80.08651800961545,46.940310712702534,High,1
37.320064353224936,7.689428168768643,17.162751854655674,11.17828181709833,2.62754650464742,2.0288528276164444,4,10.822921509296531,24.59164916388874,29.775252747226936,336.41826732753157,5.15609725758375,71.19070906830186,52.425239482539894,29.994730761017884,Medium,0
46.23917500781933,20.186053353239394,26.45722894217952,36.84159261412896,1.963087221881407,2.016875719279173,2,61.52415848346012,55.99044927477157,22.371566172255775,363.47738613205354,4.266286911759323,325.12645496369305,83.84904075041693,25.37538561792465,Medium,0
47.84122229619705,19.746885418006833,32.567028816403706,60.10416858767602,1.6308254324434561,2.2016175203378885,2,48.08880070993802,10.339281498975039,13.429790201140795,431.3556398165581,1.896346854601846,160.0092679718493,81.49455894768087,16.309028304489885,Low,0
40.88122984728632,18.948366329482404,20.283830273111718,5.002236434883977,1.3240145389948972,3.061934732794647,4,0.7144566777015336,41.15496205935503,29.032988462572796,679.6395776871834,1.840728713112711,134.05789187684076,49.59127362871824,37.624789203182644,High,1
51.42795829830949,16.660531455230334,13.115643692456558,44.80175716287641,2.5345975546786175,2.2904204064551106,2,7.7597723079234795,57.681102425719,11.520759262872268,232.73980252961525,17.014361508543203,272.08604647537925,61.00887418062166,32.9897161524298,High,1
21.712862150441502,13.202923653014134,25.394438709830297,61.399457680853864,1.7076625108510237,2.4631984942306335,2,111.26205767649957,9.297930255197567,29.25409235920316,388.4756249286486,7.025209727898694,40.981471838720736,51.1888224134059,5.461283951539294,Low,0
54.03973473120878,14.561338562336234,26.025731979390258,57.84588911165844,1.8953117524380763,2.14994099985006,3,44.922080137883505,34.6454879363156,23.5834633317561,653.6806088036491,12.954866025602385,32.89676320432916,72.47211167498969,18.30012403855489,Low,0
17.414398893292255,8.22784682132578,7.860549103293748,37.961069614087165,2.535309655032316,3.777478159519232,2,12.225304269570666,28.8818102517235,23.160375582363578,576.3017706713447,0.016223417112004125,492.6550511682568,60.891137272967384,18.44125397088744,Low,0
25.08684297803645,5.47507814416125,32.05182935402739,47.65601141417652,1.1392781109224117,2.4493588100384702,5,303.883208614811,27.17564303487938,29.709749077445295,179.21780395666423,11.077647891894257,80.15455670207072,45.05707514915693,19.995183141826832,Low,0
57.064256272025204,12.931665350781088,20.210198853731484,25.619976289516565,2.308316564451115,2.8324504876148353,4,17.772566944459957,10.546195505739497,20.660677726007254,340.43693159946383,9.531682353203193,91.70645610413874,43.41827091510831,25.425696153971273,Medium,0
16.484282720457117,6.894888474533765,18.400239818300435,29.787679307185904,1.9637702942930353,2.39784866106814,3,68.02864237481684,43.845126901746475,32.08754487518322,188.09574650769218,5.174547190149899,406.3041366547165,81.73288873276636,28.273250415041993,Medium,0
45.03076705370772,21.84115130786351,10.56874381180366,59.09991611279385,0.5977465562473961,7.896687677534576,2,7.241158741320359,6.163895083172545,32.75899426207183,383.40935464676085,24.104085763768385,105.09751763318222,64.9842611345234,40.36291127958941,High,1
37.55322812603239,10.519150506569929,27.966343719000964,18.687479454002904,0.9472802312580559,6.291053226381438,3,69.18538736722445,31.670298679115216,34.76218267429513,364.51866088811323,24.29381796768838,222.0976296865584,67.0509968339518,26.198403412183374,Medium,0
34.955957209055,18.185850059396238,9.157438904313826,49.433167985259544,1.781933309238027,5.246535169121538,2,47.46439661192364,12.058600525802968,24.232404534336293,270.976945004775,7.088777306957056,1.897263587719181,55.274799539017,23.1154905586339,Medium,0
47.67794815075136,5.5849448083541855,31.10329729216884,32.43105930689616,0.7654110051314856,3.216678882098761,4,7.832773192393361,42.830097001658174,26.345991079429627,334.26514996553004,12.427525698307251,57.08754214064145,76.54307603229773,28.856385189151982,Medium,0
45.005830888478826,23.646164982197703,21.36327301625515,54.398912776669476,1.0285252533175324,4.68398601751894,3,9.019953003555486,25.316126435529146,31.839699200185915,708.7669806844584,12.257944218891701,90.2276800512518,53.179213397948146,33.125256069442344,High,1
39.90857793730562,8.16992645399586,32.857243083206015,45.57504471346034,0.6552793765663187,2.4659312462780583,3,45.657178339681295,34.32974811983581,24.924928681054357,584.9166924740894,8.814649505678258,842.7924913902308,60.35664560292288,16.84021705228405,Low,0
16.296321200307897,19.92986085748133,15.55172844713049,24.38654256279471,2.9469562396884665,3.115180602628134,3,53.05890247557029,42.518325618658345,17.87458452786924,410.1032099976627,11.011700603493683,225.79992073301858,53.08245573095814,20.772788220630886,Low,0
57.151570402820724,5.384488420159059,26.32336742462382,41.51718232247069,2.4096549227090103,3.2572806836412145,4,58.5542024408587,21.07417689485472,27.270516136076484,255.77295298220906,6.352682850614871,107.94206220188013,77.43797861960951,27.05721802510407,Medium,0
35.74078402959902,21.123165483586686,8.612473925538609,51.93022804458369,1.4810661759836072,4.954451044369988,4,23.341329215783905,18.40958186267776,19.015298083845863,720.2452931264673,6.18403885221921,485.84777385724374,80.28208601023206,31.533191199801188,Medium,0
22.563291628697115,13.627051129581435,34.70131472928428,54.69632158077554,1.1905894023457158,2.04175979177517,5,9.810988682367123,48.12765765075405,10.355954398786382,156.42878909911607,0.8815742059912025,111.86571187506318,56.702312984404784,27.650411704481193,Medium,0
18.758566725807608,12.278247845629796,12.2300791875894,23.78741999901598,1.4093509168099816,5.173664716912729,3,85.01055861419945,10.244154521679265,11.825013726847072,294.8828171650881,10.073073314214104,56.65488815626325,73.85599490135394,18.233760945523144,Low,0
25.45447493340223,21.695254092695443,6.925708170320959,25.92485894809663,2.192035777892835,2.6842814363261067,2,32.50126513019295,55.07351622854757,24.38636564726519,475.2086294262679,0.9808492335196005,99.93268990846823,63.964985803463186,29.998025182518795,Medium,0
29.083513771521705,12.59062302995072,17.119656027582582,16.061082823583217,2.560567532428827,6.585795811385521,4,48.03560725916034,39.84648769052872,11.079957847768767,178.8661630567381,1.536645421662951,106.75800128210231,75.54705673548447,33.073591143089246,High,1
38.37404480529483,19.71971082957749,4.045147346855375,18.398194984049,1.2361343207709252,5.826960638690227,3,17.31216891348326,29.08844666175171,23.347815861072384,338.77375203492494,18.98260515303017,25.01634288782925,86.53096515845793,40.497301704239085,High,1
29.705818968376853,13.264623759872858,12.056427113899176,18.8477789254035,2.5375771973382255,2.7244894792902725,4,2.963486342810347,54.64074879777099,18.96254343066211,351.07620679212954,8.819588189393347,81.40583711614569,65.95910205807249,30.47865942240111,Medium,0
52.4982737184183,13.443482559399627,25.994525252157075,9.044858176942672,2.815613701954669,3.750594238818103,2,33.47102439001361,14.166400350957034,33.56131055293264,468.82726981512724,11.394202497844825,801.7468781618968,60.01641649363831,30.646465923304756,Medium,0
26.14676495958411,21.661459705546093,12.402074106979228,36.11574452801284,0.7820750820010312,3.086366846193389,4,7.302244833480373,11.242171842142662,26.74367971712237,618.1591599042147,8.020505197664086,415.09001504182015,86.41654159271158,33.570880875514426,High,1
38.29445754825177,16.669091349707777,6.057778622085156,14.551545370047895,2.821206996010898,2.0560423238788577,4,91.74665158261963,10.377728145173847,9.0198140492951,495.2703850585815,3.671786089969534,205.43081838016116,72.7316215592724,22.063507943042598,Low,0
55.49769934071273,8.425512481697172,11.110601698925795,50.60947453567618,1.5701860237204435,2.3457919647133836,3,63.88472530885929,27.733663821618972,22.061749529933255,121.07029022072416,8.072175188031682,218.51051971810267,70.0411808776513,27.38953039619809,Medium,0
36.09252820235548,5.336384456391507,15.316886170957591,53.15254511442603,0.8264202883108197,2.125280519414914,4,13.16677452317879,46.96331625684017,9.480281639929153,123.95330100343904,13.635697678734253,38.76555707665671,55.93815428564136,29.859739368605265,Medium,0
52.717770249356015,7.636741798139984,32.121281064081785,16.76034469255526,1.3476048791480801,2.4699419892902172,3,156.84928202922546,12.598085382995139,17.80040488080256,226.7688718722074,3.254019995654774,330.59168105598366,49.76525855374163,18.146877437499178,Low,0
47.38319585322636,16.193255983624496,34.75030076507703,11.186883884249834,0.6081186076403051,2.033019945651956,3,24.008628383149993,9.594010958931936,13.99021047647431,377.0246739496654,1.379234218513378,54.77974313871488,64.681612247368,21.121922899460653,Low,0
27.040523990673762,5.209533601109106,12.389489781919737,32.85053442886156,2.2240684969545548,2.385107884097709,4,31.475347663647973,53.88478825399799,16.742414221733696,459.41848197168434,10.713535435777972,49.54557694809731,52.53279811916374,23.0053424203486,Medium,0
56.294398316169,18.8185570675518,15.693195335798489,58.556331091905626,0.5403633763516651,3.381341531488581,2,114.23700358147286,7.77436551714826,22.050312634264202,170.41919526719886,1.836094479507462,417.1813948448385,43.111852622400754,23.798202798359966,Medium,0
53.503648088774035,21.90869006191186,14.580529968395549,42.0795200983939,1.0487778689283718,4.115529868338636,3,35.71400728644794,40.94384352617857,34.6656174513851,146.4086292374243,1.251626644237212,261.3336073030022,44.24313544103242,45.394033371315516,High,1
22.342534024310133,16.902813249827062,15.074739693232047,34.12756132675528,1.976963119333616,5.792493096315241,2,40.115499668748804,57.03033527026776,23.39105455858966,246.18961404335795,5.889063186362224,195.82490874918517,88.11931817858813,33.21361514152089,High,1
43.89737949175684,18.258143628187952,35.872330888780034,28.21393525375547,2.566205198808904,5.947930106985099,3,34.2932838942112,32.42554024428492,9.45945422255294,657.6984755618226,6.6901428010268065,585.3915045948406,64.3981885792923,22.27203784132583,Low,0
28.659129442893096,21.301909231819813,35.909968912077794,23.56942884056618,2.126749055889158,4.307814904327591,3,132.272995532402,38.93545743558621,16.365750700279246,776.751202623345,4.736256032597965,789.5537427366654,68.83641421606634,18.874609154537225,Low,0
36.474382137896626,19.565830638315237,12.134748230777527,32.902925525475666,1.738323491975446,2.376137432973424,2,119.78034801411266,25.439894324334805,26.612297319029057,577.804300935116,4.138878637467695,72.83199999125306,55.405761108203954,13.745395767431239,Low,0
49.711293737458156,19.21953076798512,19.886553900571286,46.60237352798262,2.690577357660994,2.3909124788811753,4,80.8458787396688,7.676520976360056,21.366456366400584,667.3612383778469,23.508420292213458,88.60119814159492,84.87057984462125,24.602103610169497,Medium,0
32.934632972295006,16.09283217988303,19.8686429583485,6.997981737356667,2.308943973145566,4.402277968167459,3,34.690034716596884,51.300435719679236,28.739518614344185,421.1107031399684,1.9368750892449806,161.9983568402437,75.06646500846931,32.675117623052685,High,1
40.25417244939876,8.85048151781819,14.076276611415524,7.005705060800843,2.042951150077288,2.888613456374084,3,16.8465012629383,6.086339379170164,12.31821206701697,749.5144333114216,9.174398789429329,52.61114263303175,52.56513099194726,23.076576243024377,Medium,0
59.36300025497296,7.414069041795813,4.800143120597998,16.71643134822217,1.1763294934796957,8.5,3,26.183399185139894,59.76467105738389,18.333970312309383,322.91313543645026,8.430717106619099,231.74474409081648,71.9995663292408,48.88385134974514,High,1
49.93770408299195,8.082361850833442,7.865480853334232,16.669945324339793,0.6376473444557891,2.094841331308883,2,11.33414910764289,27.910026595898174,33.20372041397114,625.7449936940391,2.268945422941811,96.56252222966377,41.729727980958764,30.932925222568002,Medium,0
28.798876395293355,9.246391970860959,26.08253541569005,11.31222135704136,2.2870831943696643,3.9450477168284843,3,12.627170808989232,38.229472978365685,33.50597774680106,344.51451965798765,2.0932371528643667,486.2576802939973,68.98986557798874,29.991629214587785,Medium,0
